task_id,team,role,user_id,task_name,description,priority,expected_duration,completion_time
4547,Engineering,QA Engineer,155,Database schema update,Database schema update for engineering team by qa engineer.,Medium,8,11.51
4548,Engineering,Frontend Engineer,62,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,3,1.59
4549,Customer Support,Technical Support,84,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,5,8.35
4550,Engineering,Frontend Engineer,97,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,7,14.07
4551,Marketing,Content Writer,10,Keyword research,Keyword research for marketing team by content writer.,Low,6,11.91
4552,Marketing,Social Media Manager,25,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,1,0.5
4553,Finance,Financial Analyst,184,Invoice processing,Invoice processing for finance team by financial analyst.,Low,6,9.34
4554,Engineering,Frontend Engineer,60,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,6,2.33
4555,Operations,Operations Associate,176,Inventory check,Inventory check for operations team by operations associate.,Low,3,4.15
4556,Engineering,Frontend Engineer,166,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,8,10.75
4557,Operations,Operations Associate,43,Resource planning,Resource planning for operations team by operations associate.,Medium,5,11.54
4558,Engineering,Frontend Engineer,8,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,3,2.79
4559,Engineering,QA Engineer,14,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,4,6.51
4560,Marketing,Content Writer,174,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,5,6.14
4561,Customer Support,Support Agent,53,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,5,5.91
4562,Engineering,QA Engineer,87,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,1,4.38
4563,Engineering,QA Engineer,1,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,2,5.89
4564,Engineering,Data Engineer,96,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,4,4.12
4565,Engineering,Data Engineer,51,Database schema update,Database schema update for engineering team by data engineer.,Medium,5,0.51
4566,Engineering,Backend Engineer,172,Integration testing,Integration testing for engineering team by backend engineer.,Low,7,5.46
4567,Finance,Accountant,173,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,2,0.5
4568,Marketing,SEO Specialist,96,Write blog post,Write blog post for marketing team by seo specialist.,Low,1,0.5
4569,Engineering,Frontend Engineer,27,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,7,12.66
4570,Operations,Operations Associate,196,Inventory check,Inventory check for operations team by operations associate.,Low,2,1.96
4571,Customer Support,Support Agent,36,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,7,1.33
4572,Engineering,Frontend Engineer,108,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,1,0.5
4573,Operations,Operations Associate,56,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,6,7.55
4574,Marketing,Social Media Manager,45,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,2,4.3
4575,Operations,Logistics Coordinator,46,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,1,0.73
4576,Engineering,QA Engineer,96,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,4,0.66
4577,Engineering,Data Engineer,139,Integration testing,Integration testing for engineering team by data engineer.,Low,8,7.31
4578,Customer Support,Support Agent,18,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,2,6.5
4579,Engineering,QA Engineer,51,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,6,7.21
4580,Engineering,Backend Engineer,102,Integration testing,Integration testing for engineering team by backend engineer.,Low,5,6.54
4581,Finance,Accountant,181,Create budget forecast,Create budget forecast for finance team by accountant.,Low,1,0.5
4582,Customer Support,Support Agent,165,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,2,5.61
4583,Engineering,Data Engineer,5,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,6,9.59
4584,Operations,Logistics Coordinator,58,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,4,4.03
4585,Engineering,Backend Engineer,164,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,6,9.48
4586,Customer Support,Technical Support,166,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,8,5.34
4587,Customer Support,Technical Support,155,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,2,5.45
4588,Marketing,Content Writer,55,Keyword research,Keyword research for marketing team by content writer.,Low,5,9.62
4589,Marketing,SEO Specialist,68,Write blog post,Write blog post for marketing team by seo specialist.,Low,5,3.92
4590,Customer Support,Support Agent,73,Escalate request,Escalate request for customer support team by support agent.,Low,2,3.72
4591,Marketing,Social Media Manager,192,Competitor research,Competitor research for marketing team by social media manager.,Low,4,6.6
4592,Engineering,Data Engineer,168,Database schema update,Database schema update for engineering team by data engineer.,Medium,8,7.33
4593,Engineering,Data Engineer,151,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,8,6.62
4594,Engineering,Backend Engineer,11,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,6,4.37
4595,Engineering,QA Engineer,20,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,3,2.04
4596,Engineering,Data Engineer,148,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,1,5.67
4597,Engineering,Frontend Engineer,64,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,7,12.16
4598,Engineering,QA Engineer,176,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,3,6.06
4599,Engineering,QA Engineer,117,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,7,8.39
4600,Finance,Accountant,55,Create budget forecast,Create budget forecast for finance team by accountant.,Low,2,1.87
4601,Customer Support,Support Agent,133,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,3,6.93
4602,Engineering,Frontend Engineer,148,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,2,5.76
4603,Customer Support,Technical Support,178,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,6,6.66
4604,Customer Support,Support Agent,157,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,3,6.62
4605,Engineering,QA Engineer,77,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,5,6.24
4606,Finance,Accountant,159,Invoice processing,Invoice processing for finance team by accountant.,Low,5,4.74
4607,Finance,Financial Analyst,65,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,1,3.64
4608,Operations,Logistics Coordinator,72,Process documentation,Process documentation for operations team by logistics coordinator.,Low,6,7.71
4609,Finance,Financial Analyst,7,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,8,9.44
4610,Engineering,Data Engineer,107,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,7,4.17
4611,Engineering,Frontend Engineer,45,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,4,0.5
4612,Engineering,Backend Engineer,177,Integration testing,Integration testing for engineering team by backend engineer.,Low,1,0.5
4613,Engineering,QA Engineer,98,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,3,0.5
4614,Operations,Operations Associate,175,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,2,1.28
4615,Engineering,Data Engineer,11,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,2,4.11
4616,Marketing,Social Media Manager,133,Keyword research,Keyword research for marketing team by social media manager.,Low,8,8.66
4617,Engineering,Frontend Engineer,138,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,3,2.94
4618,Finance,Accountant,166,Create budget forecast,Create budget forecast for finance team by accountant.,Low,7,11.02
4619,Customer Support,Support Agent,140,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,2,3.43
4620,Engineering,Frontend Engineer,120,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,2,3.85
4621,Engineering,Frontend Engineer,55,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,3,5.69
4622,Engineering,Frontend Engineer,43,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,7,7.16
4623,Customer Support,Technical Support,9,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,1,0.5
4624,Engineering,QA Engineer,182,Integration testing,Integration testing for engineering team by qa engineer.,Low,3,5.86
4625,Marketing,Social Media Manager,138,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,5,7.64
4626,Engineering,Frontend Engineer,39,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,6,5.89
4627,Customer Support,Technical Support,178,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,1,2.08
